TABELA DE INSUMOS;;;;;;;;;;;
;;;;;;;;;;;
Item;CÓDIGO DA SOLUÇÃO NA PIR/SIAC;Produto (Solução);Quantidade;Descrição do Insumo;Detalhamento;Código RM;;;;;
700;BA00000000646/011440000095;COMO VALIDAR SEU MODELO DE NEGOCIO PARA COMECAR BEM;200;PAPEL SULFIT FOLHA;Cores diversas;01.02.0421;;;;;
789;BA00000000646/011440000095;COMO VALIDAR SEU MODELO DE NEGOCIO PARA COMECAR BEM;8;Expediente/Cola Bastão - Branca - 10g;;01.02.0603;;;;;
799;BA00000000646/011440000095;COMO VALIDAR SEU MODELO DE NEGOCIO PARA COMECAR BEM;8;Expediente/Bloco Notas Adesivas Removiveis 38x50 mm;Blocos de notas autocolantes pequenos cor AMARELA 38 mm x 50 mm;01.02.0606;;;;;
800;BA00000000646/011440000095;COMO VALIDAR SEU MODELO DE NEGOCIO PARA COMECAR BEM;8;Expediente/Bloco Notas Adesivas Removiveis 38x50 mm;Blocos de notas autocolantes pequenos cor AZUL CÉU 38 mm x 50 mm;01.02.0606;;;;;
801;BA00000000646/011440000095;COMO VALIDAR SEU MODELO DE NEGOCIO PARA COMECAR BEM;8;Expediente/Bloco Notas Adesivas Removiveis 38x50 mm;Blocos de notas autocolantes pequenos cor VERDE NEON 38 mm x 50 mm;01.02.0606;;;;;
802;BA00000000646/011440000095;COMO VALIDAR SEU MODELO DE NEGOCIO PARA COMECAR BEM;8;Expediente/Bloco Notas Adesivas Removiveis 38x50 mm;Blocos de notas autocolantes pequenos cor VERMELHA 38 mm x 50 mm;01.02.0606;;;;;
811;BA00000000646/011440000095;COMO VALIDAR SEU MODELO DE NEGOCIO PARA COMECAR BEM;8;Expediente/Bloco Notas Adesivas Removiveis 76x102 mm;Blocos de notas autocolantes grandes cor AMARELA 76 mm x 102 mm;01.02.0607;;;;;
812;BA00000000646/011440000095;COMO VALIDAR SEU MODELO DE NEGOCIO PARA COMECAR BEM;8;Expediente/Bloco Notas Adesivas Removiveis 76x102 mm;Blocos de notas autocolantes grandes cor AZUL CÉU 76 mm x 102 mm;01.02.0607;;;;;
813;BA00000000646/011440000095;COMO VALIDAR SEU MODELO DE NEGOCIO PARA COMECAR BEM;10;Expediente/Bloco Notas Adesivas Removiveis 76x102 mm;Blocos de notas autocolantes grandes cor VERDE NEON 76 mm x 102 mm;01.02.0607;;;;;
814;BA00000000646/011440000095;COMO VALIDAR SEU MODELO DE NEGOCIO PARA COMECAR BEM;10;Expediente/Bloco Notas Adesivas Removiveis 76x102 mm;Blocos de notas autocolantes grandes cor VERMELHA 76 mm x 102 mm;01.02.0607;;;;;
913;BA00000000646/011440000095;COMO VALIDAR SEU MODELO DE NEGOCIO PARA COMECAR BEM;NP;Matriz/Sacola em Lona de Algodão 30 x 38 - Produto Sustentavel;;01.06.0014;;;;;
945;BA00000000646/011440000095;COMO VALIDAR SEU MODELO DE NEGOCIO PARA COMECAR BEM;NP;Matriz/Caneta - Produto Sustentavel;;01.06.0237;;;;;
970;BA00000000646/011440000095;COMO VALIDAR SEU MODELO DE NEGOCIO PARA COMECAR BEM;10;Check Item/Revistas e jornais usados;;;;;;;
1109;BA00000000646/011440000095;COMO VALIDAR SEU MODELO DE NEGOCIO PARA COMECAR BEM;25;Gráfica/Bloco de Anotação - Matriz - Produto Sustentavel;;02.01.0487;;;;;
1177;BA00000000646/011440000095;COMO VALIDAR SEU MODELO DE NEGOCIO PARA COMECAR BEM;4;Check Item/Notebooks dos participantes (solicitar no primeiro encontro que os participantes tragam para realização do Encontro 4);Notebooks dos participantes (solicitar no primeiro encontro que os participantes tragam para realização do Encontro 4);;;;;;
1200;BA00000000646/011440000095;COMO VALIDAR SEU MODELO DE NEGOCIO PARA COMECAR BEM;1;Check Item/Pen drive do Educador;;;;;;;
1308;BA00000000646/011440000095;COMO VALIDAR SEU MODELO DE NEGOCIO PARA COMECAR BEM;4;EXPEDIENTE/JOGOS DE PEÇAS LEGO;(se houver disponibilidade na unidade do Sebrae onde o curso estiver sendo realizado);;;;;;
1394;BA00000000646/011440000095;COMO VALIDAR SEU MODELO DE NEGOCIO PARA COMECAR BEM;11;Impresso/Cópia Como Validar seu Modelo de Negócio A3;;;;;;;
1632;BA00000000646/011440000095;COMO VALIDAR SEU MODELO DE NEGOCIO PARA COMECAR BEM;NP;Manual do Participante;;;;;;;
1865;BA00000000646/011440000095;COMO VALIDAR SEU MODELO DE NEGOCIO PARA COMECAR BEM;2;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Preto;;01.02.0190;;;;;
2179;BA00000000646/011440000095;COMO VALIDAR SEU MODELO DE NEGOCIO PARA COMECAR BEM;8;Expediente/Régua Plástica - Transparente - 30 cm;;01.02.0129;;;;;
2252;BA00000000646/011440000095;COMO VALIDAR SEU MODELO DE NEGOCIO PARA COMECAR BEM;2;Expediente/Barbante 4/8;;01.02.0045;;;;;
2388;BA00000000646/011440000095;COMO VALIDAR SEU MODELO DE NEGOCIO PARA COMECAR BEM;2;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Verde;;01.02.0345;;;;;
2389;BA00000000646/011440000095;COMO VALIDAR SEU MODELO DE NEGOCIO PARA COMECAR BEM;2;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Vermelha;;01.02.0346;;;;;
2390;BA00000000646/011440000095;COMO VALIDAR SEU MODELO DE NEGOCIO PARA COMECAR BEM;2;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Azul;;01.02.0120;;;;;
3017;BA00000000646/011440000095;COMO VALIDAR SEU MODELO DE NEGOCIO PARA COMECAR BEM;1;Caixa de Som ;;01.08.0010 ;;;;;
3079;BA00000000646/011440000095;COMO VALIDAR SEU MODELO DE NEGOCIO PARA COMECAR BEM;NP;Evento/Coffee Break - TIPO 1 ;;02.01.0222 ;;;;;
3145;BA00000000646/011440000095;COMO VALIDAR SEU MODELO DE NEGOCIO PARA COMECAR BEM;1;Evento/Computador ;;02.01.0046 ;;;;;
3208;BA00000000646/011440000095;COMO VALIDAR SEU MODELO DE NEGOCIO PARA COMECAR BEM;1;Evento/Flip Chart ;;02.01.0054 ;;;;;
3274;BA00000000646/011440000095;COMO VALIDAR SEU MODELO DE NEGOCIO PARA COMECAR BEM;1;Evento/Projetor multimídia com rack - Tipo 1 ;;02.01.0263 ;;;;;
3343;BA00000000646/011440000095;COMO VALIDAR SEU MODELO DE NEGOCIO PARA COMECAR BEM;1;Serviços Prestados Instrutoria ;;02.01.0998 ;;;;;
3409;BA00000000646/011440000095;COMO VALIDAR SEU MODELO DE NEGOCIO PARA COMECAR BEM;1;Tela de Projeção ;;01.08.0057 ;;;;;
52;BA00000000737/0000002209;COMPRAS GOVERNAMENTAIS_COMPRADOR;NP;Expediente/Crachá Plástico com Prendedor - PCT 50;;01.02.0037;;;;;
143;BA00000000737/0000002209;COMPRAS GOVERNAMENTAIS_COMPRADOR;1;Expediente/Papel Ofício A4 - 210x297mm - Produto Sustentavel;;01.02.0086;;;;;
504;BA00000000737/0000002209;COMPRAS GOVERNAMENTAIS_COMPRADOR;6;Expediente/Fita Adesiva - Crepe - 19x50;;01.02.0313;;;;;
946;BA00000000737/0000002209;COMPRAS GOVERNAMENTAIS_COMPRADOR;NP;Matriz/Caneta - Produto Sustentavel;;01.06.0237;;;;;
1327;BA00000000737/0000002209;COMPRAS GOVERNAMENTAIS_COMPRADOR;7;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Preto;;01.02.0190;;;;;
1385;BA00000000737/0000002209;COMPRAS GOVERNAMENTAIS_COMPRADOR;1;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Verde;;01.02.0345;;;;;
1386;BA00000000737/0000002209;COMPRAS GOVERNAMENTAIS_COMPRADOR;1;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Vermelha;;01.02.0346;;;;;
1387;BA00000000737/0000002209;COMPRAS GOVERNAMENTAIS_COMPRADOR;1;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Azul;;01.02.0120;;;;;
1388;BA00000000737/0000002209;COMPRAS GOVERNAMENTAIS_COMPRADOR;1;Impresso/Compras Gov - E2_TARDE_GE_C;E2_TARDE_GE_C.pdf;;;;;;
1389;BA00000000737/0000002209;COMPRAS GOVERNAMENTAIS_COMPRADOR;1;Impresso/Compras Gov - E2_TARDE_MPE_A;E2_TARDE_MPE_A.pdf;;;;;;
1390;BA00000000737/0000002209;COMPRAS GOVERNAMENTAIS_COMPRADOR;1;Impresso/Compras Gov - E2_TARDE_MPE_B;E2_TARDE_MPE_B.pdf;;;;;;
1391;BA00000000737/0000002209;COMPRAS GOVERNAMENTAIS_COMPRADOR;1;Impresso/Compras Gov - E2_TARDE_PREGOEIRO;E2_TARDE_PREGOEIRO.pdf;;;;;;
1654;BA00000000737/0000002209;COMPRAS GOVERNAMENTAIS_COMPRADOR;NP;Manual do Participante;;;;;;;
2180;BA00000000737/0000002209;COMPRAS GOVERNAMENTAIS_COMPRADOR;6;Expediente/Régua Plástica - Transparente - 30 cm;;01.02.0129;;;;;
3018;BA00000000737/0000002209;COMPRAS GOVERNAMENTAIS_COMPRADOR;1;Caixa de Som ;;01.08.0010 ;;;;;
3080;BA00000000737/0000002209;COMPRAS GOVERNAMENTAIS_COMPRADOR;NP;Evento/Coffee Break - TIPO 1 ;;02.01.0222 ;;;;;
3146;BA00000000737/0000002209;COMPRAS GOVERNAMENTAIS_COMPRADOR;1;Evento/Computador ;;02.01.0046 ;;;;;
3209;BA00000000737/0000002209;COMPRAS GOVERNAMENTAIS_COMPRADOR;1;Evento/Flip Chart ;;02.01.0054 ;;;;;
3275;BA00000000737/0000002209;COMPRAS GOVERNAMENTAIS_COMPRADOR;1;Evento/Projetor multimídia com rack - Tipo 1 ;;02.01.0263 ;;;;;
3344;BA00000000737/0000002209;COMPRAS GOVERNAMENTAIS_COMPRADOR;1;Serviços Prestados Instrutoria ;;02.01.0998 ;;;;;
3410;BA00000000737/0000002209;COMPRAS GOVERNAMENTAIS_COMPRADOR;1;Tela de Projeção ;;01.08.0057 ;;;;;
3462;BA00000000737/0000002209;COMPRAS GOVERNAMENTAIS_COMPRADOR;7;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Verde;;01.02.0345;;;;;
3463;BA00000000737/0000002209;COMPRAS GOVERNAMENTAIS_COMPRADOR;7;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Vermelha;;01.02.0346;;;;;
3464;BA00000000737/0000002209;COMPRAS GOVERNAMENTAIS_COMPRADOR;7;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Azul;;01.02.0120;;;;;
53;BA00000000531/010000002210;COMPRAS GOVERNAMENTAIS_FORNECEDOR;NP;Expediente/Crachá Plástico com Prendedor - PCT 50;;01.02.0037;;;;;
144;BA00000000531/010000002210;COMPRAS GOVERNAMENTAIS_FORNECEDOR;1;Expediente/Papel Ofício A4 - 210x297mm - Produto Sustentavel;;01.02.0086;;;;;
506;BA00000000531/010000002210;COMPRAS GOVERNAMENTAIS_FORNECEDOR;6;Expediente/Fita Adesiva - Crepe - 19x50;;01.02.0313;;;;;
1329;BA00000000531/010000002210;COMPRAS GOVERNAMENTAIS_FORNECEDOR;7;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Preto;;01.02.0190;;;;;
1655;BA00000000531/010000002210;COMPRAS GOVERNAMENTAIS_FORNECEDOR;NP;Manual do Participante;;;;;;;
3465;BA00000000531/010000002210;COMPRAS GOVERNAMENTAIS_FORNECEDOR;7;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Verde;;01.02.0345;;;;;
3466;BA00000000531/010000002210;COMPRAS GOVERNAMENTAIS_FORNECEDOR;7;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Vermelha;;01.02.0346;;;;;
3467;BA00000000531/010000002210;COMPRAS GOVERNAMENTAIS_FORNECEDOR;7;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Azul;;01.02.0120;;;;;
7;BA00000000520/030000002123;CONTROLAR MEU DINHEIRO NO CAMPO;1;Expediente/Bola de frescobol;;01.02.0015;;;;;
14;BA00000000520/030000002123;CONTROLAR MEU DINHEIRO NO CAMPO;NP;Expediente/Borracha - Bicolor - Macia 52x18x7 mm;;01.02.0016;;;;;
54;BA00000000520/030000002123;CONTROLAR MEU DINHEIRO NO CAMPO;NP;Expediente/Crachá Plástico com Prendedor - PCT 50;;01.02.0037;;;;;
108;BA00000000520/030000002123;CONTROLAR MEU DINHEIRO NO CAMPO;NP;Expediente/Lápis Apontado - Preto - nº 02;;01.02.0070;;;;;
145;BA00000000520/030000002123;CONTROLAR MEU DINHEIRO NO CAMPO;100;Expediente/Papel Ofício A4 - 210x297mm - Produto Sustentavel - Folha;;01.02.0086;;;;;
350;BA00000000520/030000002123;CONTROLAR MEU DINHEIRO NO CAMPO;5;Expediente/Tesoura Escolar - 15cm;;01.02.0135;;;;;
386;BA00000000520/030000002123;CONTROLAR MEU DINHEIRO NO CAMPO;10;Expediente/Papel Flip Chart;;01.02.0179;;;;;
507;BA00000000520/030000002123;CONTROLAR MEU DINHEIRO NO CAMPO;1;Expediente/Fita Adesiva - Crepe - 19x50;;01.02.0313;;;;;
785;BA00000000520/030000002123;CONTROLAR MEU DINHEIRO NO CAMPO;5;Expediente/Calculadora de Mesa - 12 dígitos - Alimentação Solar ou Bateria;;01.02.0568;;;;;
1067;BA00000000520/030000002123;CONTROLAR MEU DINHEIRO NO CAMPO;NP;Gráfica/Certificado - Matriz- Produto Sustentavel;;02.01.0483;;;;;
1657;BA00000000520/030000002123;CONTROLAR MEU DINHEIRO NO CAMPO;NP;Manual do Participante;;;;;;;
1706;BA00000000520/030000002123;CONTROLAR MEU DINHEIRO NO CAMPO;NP;Matriz/Formulário de avaliação;;;;;;;
1927;BA00000000520/030000002123;CONTROLAR MEU DINHEIRO NO CAMPO;1;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Azul;;01.02.0120;;;;;
1972;BA00000000520/030000002123;CONTROLAR MEU DINHEIRO NO CAMPO;1;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Preto;;01.02.0190;;;;;
2015;BA00000000520/030000002123;CONTROLAR MEU DINHEIRO NO CAMPO;1;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Verde;;01.02.0345;;;;;
2133;BA00000000520/030000002123;CONTROLAR MEU DINHEIRO NO CAMPO;1;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Vermelha;;01.02.0346;;;;;
3019;BA00000000520/030000002123;CONTROLAR MEU DINHEIRO NO CAMPO;1;Caixa de Som ;;01.08.0010 ;;;;;
3081;BA00000000520/030000002123;CONTROLAR MEU DINHEIRO NO CAMPO;NP;Evento/Coffee Break - TIPO 1 ;;02.01.0222 ;;;;;
3147;BA00000000520/030000002123;CONTROLAR MEU DINHEIRO NO CAMPO;1;Evento/Computador ;;02.01.0046 ;;;;;
3210;BA00000000520/030000002123;CONTROLAR MEU DINHEIRO NO CAMPO;1;Evento/Flip Chart ;;02.01.0054 ;;;;;
3276;BA00000000520/030000002123;CONTROLAR MEU DINHEIRO NO CAMPO;1;Evento/Projetor multimídia com rack - Tipo 1 ;;02.01.0263 ;;;;;
3345;BA00000000520/030000002123;CONTROLAR MEU DINHEIRO NO CAMPO;1;Serviços Prestados Instrutoria ;;02.01.0998 ;;;;;
3411;BA00000000520/030000002123;CONTROLAR MEU DINHEIRO NO CAMPO;1;Tela de Projeção ;;01.08.0057 ;;;;;
387;BA00000000505/030000002069;Controles financeiros:Do caixa ao fluxo de caixa Na Medida;50;Expediente/Papel Flip Chart;;01.02.0179;;;;;
452;BA00000000505/030000002069;Controles financeiros:Do caixa ao fluxo de caixa Na Medida;2;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Preto;;01.02.0190;;;;;
826;BA00000000505/030000002069;Controles financeiros:Do caixa ao fluxo de caixa Na Medida;NP;Na medida/Bloco;;01.06.0001;;;;;
848;BA00000000505/030000002069;Controles financeiros:Do caixa ao fluxo de caixa Na Medida;NP;Na medida/Pasta;;01.06.0002;;;;;
870;BA00000000505/030000002069;Controles financeiros:Do caixa ao fluxo de caixa Na Medida;NP;Na medida/Caneta;;01.06.0005;;;;;
893;BA00000000505/030000002069;Controles financeiros:Do caixa ao fluxo de caixa Na Medida;NP;Na medida/Certificado;;01.06.0006;;;;;
1006;BA00000000505/030000002069;Controles financeiros:Do caixa ao fluxo de caixa Na Medida;1;Check Item/Vídeo do Na Medida;;;;;;;
1658;BA00000000505/030000002069;Controles financeiros:Do caixa ao fluxo de caixa Na Medida;NP;Manual do Participante;;;;;;;
1709;BA00000000505/030000002069;Controles financeiros:Do caixa ao fluxo de caixa Na Medida;NP;Matriz/Formulário de avaliação;;;;;;;
3020;BA00000000505/030000002069;Controles financeiros:Do caixa ao fluxo de caixa Na Medida;1;Caixa de Som ;;01.08.0010 ;;;;;
3082;BA00000000505/030000002069;Controles financeiros:Do caixa ao fluxo de caixa Na Medida;NP;Evento/Coffee Break - TIPO 1 ;;02.01.0222 ;;;;;
3148;BA00000000505/030000002069;Controles financeiros:Do caixa ao fluxo de caixa Na Medida;1;Evento/Computador ;;02.01.0046 ;;;;;
3211;BA00000000505/030000002069;Controles financeiros:Do caixa ao fluxo de caixa Na Medida;1;Evento/Flip Chart ;;02.01.0054 ;;;;;
3277;BA00000000505/030000002069;Controles financeiros:Do caixa ao fluxo de caixa Na Medida;1;Evento/Projetor multimídia com rack - Tipo 1 ;;02.01.0263 ;;;;;
3346;BA00000000505/030000002069;Controles financeiros:Do caixa ao fluxo de caixa Na Medida;1;Serviços Prestados Instrutoria ;;02.01.0998 ;;;;;
3412;BA00000000505/030000002069;Controles financeiros:Do caixa ao fluxo de caixa Na Medida;1;Tela de Projeção ;;01.08.0057 ;;;;;
8;BA00000000442/010000001071;CRESCENDO E EMPREENDENDO;5;Expediente/Bola de frescobol;;01.02.0015;;;;;
15;BA00000000442/010000001071;CRESCENDO E EMPREENDENDO;5;Expediente/Borracha - Bicolor - Macia 52x18x7 mm;;01.02.0016;;;;;
55;BA00000000442/010000001071;CRESCENDO E EMPREENDENDO;NP;Expediente/Crachá Plástico com Prendedor - PCT 50;;01.02.0037;;;;;
98;BA00000000442/010000001071;CRESCENDO E EMPREENDENDO;1;EXPEDIENTE/GRAMPEADOR ;;01.02.0063;;;;;
109;BA00000000442/010000001071;CRESCENDO E EMPREENDENDO;NP;Expediente/Lápis Apontado - Preto - nº 02;;01.02.0070;;;;;
133;BA00000000442/010000001071;CRESCENDO E EMPREENDENDO;5;Expediente/Lápis de Cor - 12 Cores - Não tóxico;;01.02.0072;;;;;
136;BA00000000442/010000001071;CRESCENDO E EMPREENDENDO;5;Expediente/Massa para Modelar - 6 cores;;01.02.0080;;;;;
146;BA00000000442/010000001071;CRESCENDO E EMPREENDENDO;200;Expediente/Papel Ofício A4 - 210x297mm - Produto Sustentavel - Folha;;01.02.0086;;;;;
242;BA00000000442/010000001071;CRESCENDO E EMPREENDENDO;1;Expediente/Canudo;;01.02.0027;;;;;
286;BA00000000442/010000001071;CRESCENDO E EMPREENDENDO;2;Expediente/Papel Cartolina - Amarela;16 Tarjeta 30x10cm Amarela;01.02.0090;;;;;
302;BA00000000442/010000001071;CRESCENDO E EMPREENDENDO;25;Expediente/Pasta com Aba de Elástico Tamanho Ofício ;;01.02.0110;;;;;
351;BA00000000442/010000001071;CRESCENDO E EMPREENDENDO;5;Expediente/Tesoura Escolar - 15cm;;01.02.0135;;;;;
388;BA00000000442/010000001071;CRESCENDO E EMPREENDENDO;30;Expediente/Papel Flip Chart;;01.02.0179;;;;;
494;BA00000000442/010000001071;CRESCENDO E EMPREENDENDO;5;Expediente/Apontador de Lápis - Sem Deposito;;01.02.0277;;;;;
508;BA00000000442/010000001071;CRESCENDO E EMPREENDENDO;3;Expediente/Fita Adesiva - Crepe - 19x50;;01.02.0313;;;;;
534;BA00000000442/010000001071;CRESCENDO E EMPREENDENDO;5;Expediente/Giz de Cera - 12 Cores;;01.02.0319;;;;;
580;BA00000000442/010000001071;CRESCENDO E EMPREENDENDO;5;Expediente/Tinta guache - Marrom - 15 ml;;01.02.0373;;;;;
581;BA00000000442/010000001071;CRESCENDO E EMPREENDENDO;5;Expediente/Tinta Guache - Preta - 15 ml;;01.02.0374;;;;;
582;BA00000000442/010000001071;CRESCENDO E EMPREENDENDO;5;Expediente/Tinta Guache - Verde - 15 ml;;01.02.0376;;;;;
583;BA00000000442/010000001071;CRESCENDO E EMPREENDENDO;5;Expediente/Tinta Guache Vermelho - 15 ml;;01.02.0377;;;;;
584;BA00000000442/010000001071;CRESCENDO E EMPREENDENDO;5;Expediente/Tinta Guache - Amarela - 15 ml;;01.02.0378;;;;;
625;BA00000000442/010000001071;CRESCENDO E EMPREENDENDO;2;Expediente/Papel Cartolina - Azul;16 Tarjeta 30x10cm AZUL ;01.02.0405;;;;;
653;BA00000000442/010000001071;CRESCENDO E EMPREENDENDO;2;Expediente/Papel Cartolina - Branca;16 Tarjeta 30x10cm Branca;01.02.0406;;;;;
667;BA00000000442/010000001071;CRESCENDO E EMPREENDENDO;2;Expediente/Papel Cartolina - Rosa;16 Tarjeta 30x10cm ROSA;01.02.0408;;;;;
686;BA00000000442/010000001071;CRESCENDO E EMPREENDENDO;2;Expediente/Papel Cartolina - Verde;16 Tarjeta 30x10cm Verde;01.02.0409;;;;;
716;BA00000000442/010000001071;CRESCENDO E EMPREENDENDO;10;Expediente/Papel Cartolina - Azul;;01.02.0405;;;;;
790;BA00000000442/010000001071;CRESCENDO E EMPREENDENDO;5;Expediente/Cola Bastão - Branca - 10g;;01.02.0603;;;;;
947;BA00000000442/010000001071;CRESCENDO E EMPREENDENDO;NP;Matriz/Caneta - Produto Sustentavel;;01.06.0237;;;;;
1068;BA00000000442/010000001071;CRESCENDO E EMPREENDENDO;25;Gráfica/Certificado - Matriz- Produto Sustentavel;;02.01.0483;;;;;
1110;BA00000000442/010000001071;CRESCENDO E EMPREENDENDO;NP;Gráfica/Bloco de Anotação - Matriz - Produto Sustentavel;;02.01.0487;;;;;
1163;BA00000000442/010000001071;CRESCENDO E EMPREENDENDO;1;Check Item/VIDEO: HOMENS DE HONRA;https://www.youtube.com/watch?v=2Y-4NlsKyfM;;;;;;
1277;BA00000000442/010000001071;CRESCENDO E EMPREENDENDO;1;Copo Plástico 200ml  - Pacote;;;;;;;
1383;BA00000000442/010000001071;CRESCENDO E EMPREENDENDO;5;Impresso/CÉDULAS SIMULANDO R$ 1,00;5 cédulas simulando nota de R$ 1,00 por participante;;;;;;
1384;BA00000000442/010000001071;CRESCENDO E EMPREENDENDO;5;Impresso/CÉDULAS SIMULANDO R$ 2,00;5 cédulas simulando nota de R$ 2,00 por participante;;;;;;
1633;BA00000000442/010000001071;CRESCENDO E EMPREENDENDO;NP;Manual do Participante;;;;;;;
1928;BA00000000442/010000001071;CRESCENDO E EMPREENDENDO;5;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Azul;;01.02.0120;;;;;
1973;BA00000000442/010000001071;CRESCENDO E EMPREENDENDO;5;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Preto;;01.02.0190;;;;;
2016;BA00000000442/010000001071;CRESCENDO E EMPREENDENDO;5;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Verde;;01.02.0345;;;;;
2134;BA00000000442/010000001071;CRESCENDO E EMPREENDENDO;5;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Vermelha;;01.02.0346;;;;;
2184;BA00000000442/010000001071;CRESCENDO E EMPREENDENDO;5;Expediente/Régua Plástica - Transparente - 30 cm;;01.02.0129;;;;;
2236;BA00000000442/010000001071;CRESCENDO E EMPREENDENDO;1;Expediente/Barbante 4/8;;01.02.0045;;;;;
2366;BA00000000442/010000001071;CRESCENDO E EMPREENDENDO;10;Expediente/Papel Cartolina - Verde;;01.02.0409;;;;;
2367;BA00000000442/010000001071;CRESCENDO E EMPREENDENDO;10;Expediente/Papel Cartolina - Amarela;;01.02.0090;;;;;
16;BA00000000460/010000001100;CULTURA DA LIDERANCA;25;Expediente/Borracha - Bicolor - Macia 52x18x7 mm;;01.02.0016;;;;;
56;BA00000000460/010000001100;CULTURA DA LIDERANCA;NP;Expediente/Crachá Plástico com Prendedor - PCT 50;;01.02.0037;;;;;
110;BA00000000460/010000001100;CULTURA DA LIDERANCA;NP;Expediente/Lápis Apontado - Preto - nº 02;;01.02.0070;;;;;
147;BA00000000460/010000001100;CULTURA DA LIDERANCA;100;Expediente/Papel Ofício A4 - 210x297mm - Produto Sustentavel - Folha;;01.02.0086;;;;;
303;BA00000000460/010000001100;CULTURA DA LIDERANCA;30;Expediente/Pasta com Aba de Elástico Tamanho Ofício ;;01.02.0110;;;;;
352;BA00000000460/010000001100;CULTURA DA LIDERANCA;6;Expediente/Tesoura Escolar - 15cm;;01.02.0135;;;;;
389;BA00000000460/010000001100;CULTURA DA LIDERANCA;20;Expediente/Papel Flip Chart;;01.02.0179;;;;;
390;BA00000000460/010000001100;CULTURA DA LIDERANCA;60;Expediente/Papel Flip Chart;;01.02.0179;;;;;
453;BA00000000460/010000001100;CULTURA DA LIDERANCA;1;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Preto;;01.02.0190;;;;;
509;BA00000000460/010000001100;CULTURA DA LIDERANCA;3;Expediente/Fita Adesiva - Crepe - 19x50;;01.02.0313;;;;;
559;BA00000000460/010000001100;CULTURA DA LIDERANCA;1;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Vermelha;;01.02.0346;;;;;
791;BA00000000460/010000001100;CULTURA DA LIDERANCA;3;Expediente/Cola Bastão - Branca - 10g;;01.02.0603;;;;;
948;BA00000000460/010000001100;CULTURA DA LIDERANCA;NP;Matriz/Caneta - Produto Sustentavel;;01.06.0237;;;;;
1069;BA00000000460/010000001100;CULTURA DA LIDERANCA;30;Gráfica/Certificado - Matriz- Produto Sustentavel;;02.01.0483;;;;;
1111;BA00000000460/010000001100;CULTURA DA LIDERANCA;NP;Gráfica/Bloco de Anotação - Matriz - Produto Sustentavel;;02.01.0487;;;;;
1176;BA00000000460/010000001100;CULTURA DA LIDERANCA;30;Check Item/LARANJAS ;UMA LARANJA PARA CADA PARTICIPANTE- SELECIONAR VÁRIAS ESPECIES: LIMA, PERA, ETC- TAMANHOS: PEQUENAS, MÉDIAS E GRANDES. CASCAS GROSSAS E FINAS;;;;;;
1205;BA00000000460/010000001100;CULTURA DA LIDERANCA;30;Complementares/Cult Lider - MEDALHAS DOURADAS COM CORDÕES;;;;;;;
1306;BA00000000460/010000001100;CULTURA DA LIDERANCA;1;EXPEDIENTE/JARRA DE SUCO;;;;;;;
1396;BA00000000460/010000001100;CULTURA DA LIDERANCA;30;Impresso/CÓPIA DA FOLHA “ANÁLISE DOS QUADRADOS”;;;;;;;
1424;BA00000000460/010000001100;CULTURA DA LIDERANCA;6;Impresso/CÓPIAS DA LISTA DE NECESSIDADES DO LÍDER E LIDERADOS;;;;;;;
1436;BA00000000460/010000001100;CULTURA DA LIDERANCA;30;Impresso/CÓPIAS DE MÚSICA “COMIDA”;;;;;;;
1457;BA00000000460/010000001100;CULTURA DA LIDERANCA;30;Impresso/CÓPIAS DO TEXTO RESPOSTAS “VOCÊ É UM LÍDER EMPREENDEDOR?;;;;;;;
1634;BA00000000460/010000001100;CULTURA DA LIDERANCA;NP;Manual do Participante;;;;;;;
